91   	211  	684  	182  	119  	53   	70   	268  	
103  	369  	610  	230  	128  	67   	94   	277  	
100  	460  	576  	239  	119  	88   	152  	222  	
119  	526  	485  	262  	119  	103  	189  	221  	
123  	546  	462  	307  	159  	115  	224  	199  	
144  	548  	442  	282  	162  	142  	293  	272  	
162  	480  	426  	277  	158  	142  	315  	300  	
160  	427  	460  	273  	167  	135  	302  	314  	
152  	391  	482  	266  	164  	126  	291  	347  	
170  	377  	536  	215  	132  	117  	280  	378  	
154  	344  	678  	262  	150  	90   	206  	353  	
129  	311  	739  	256  	144  	85   	194  	369  	
130  	296  	777  	265  	146  	86   	207  	361  	
133  	226  	902  	268  	152  	105  	233  	390  	
117  	282  	941  	276  	156  	111  	241  	456  	
108  	326  	995  	269  	123  	100  	249  	453  	
112  	332  	1061 	281  	154  	106  	230  	423  	
128  	344  	1047 	273  	152  	108  	219  	501  	
127  	352  	999  	256  	148  	92   	184  	474  	
123  	301  	1010 	286  	143  	85   	154  	395  	
151  	250  	954  	258  	143  	87   	140  	447  	
152  	263  	969  	238  	103  	78   	134  	476  	
151  	233  	1015 	275  	88   	67   	122  	466  	
149  	230  	1023 	288  	82   	63   	118  	469  	
160  	213  	981  	272  	79   	61   	135  	463  	
156  	205  	937  	286  	76   	67   	155  	444  	
154  	173  	856  	303  	81   	71   	171  	435  	
169  	191  	908  	293  	90   	90   	186  	390  	
176  	198  	850  	308  	97   	94   	191  	409  	
170  	203  	878  	292  	101  	94   	182  	425  	
153  	216  	948  	286  	110  	88   	170  	446  	
164  	219  	972  	294  	144  	86   	155  	438  	
147  	212  	954  	291  	149  	72   	155  	488  	
171  	202  	956  	264  	147  	65   	146  	489  	
183  	231  	986  	260  	148  	62   	140  	509  	
195  	253  	913  	259  	157  	66   	154  	466  	
184  	252  	850  	230  	139  	66   	150  	471  	
177  	231  	779  	195  	127  	57   	127  	449  	
166  	226  	798  	191  	126  	67   	160  	459  	
145  	189  	757  	186  	121  	70   	167  	455  	
153  	149  	881  	169  	111  	68   	151  	501  	
160  	148  	920  	145  	122  	70   	166  	498  	
157  	147  	970  	166  	129  	70   	165  	454  	
139  	144  	992  	183  	130  	67   	135  	427  	
143  	137  	1082 	197  	128  	65   	121  	451  	
144  	125  	1018 	214  	126  	66   	126  	511  	
139  	111  	977  	213  	95   	60   	109  	517  	
142  	101  	987  	245  	89   	59   	108  	543  	
160  	101  	977  	242  	89   	52   	98   	534  	
185  	114  	909  	237  	101  	55   	107  	504  	
180  	132  	902  	221  	85   	53   	111  	455  	
187  	136  	946  	216  	94   	58   	114  	474  	
194  	140  	892  	177  	91   	63   	119  	442  	
184  	165  	880  	194  	91   	68   	122  	448  	
184  	166  	840  	187  	80   	64   	114  	485  	
173  	171  	877  	199  	89   	65   	111  	462  	
168  	177  	826  	214  	90   	61   	131  	452  	
163  	205  	844  	242  	111  	60   	128  	441  	
211  	188  	846  	243  	111  	60   	159  	459  	
228  	184  	947  	248  	114  	70   	187  	460  	
234  	185  	946  	231  	110  	74   	193  	426  	
257  	192  	1032 	242  	117  	81   	190  	390  	
255  	154  	1016 	207  	99   	84   	204  	469  	
222  	150  	989  	205  	92   	84   	193  	463  	
201  	148  	891  	239  	103  	83   	183  	411  	
213  	126  	819  	259  	103  	76   	173  	411  	
195  	104  	809  	246  	88   	70   	163  	435  	
228  	126  	803  	245  	93   	74   	168  	359  	
222  	139  	862  	238  	106  	76   	158  	327  	
214  	142  	855  	221  	98   	72   	144  	347  	
203  	140  	880  	224  	98   	80   	170  	423  	
187  	141  	793  	228  	99   	80   	177  	415  	
146  	134  	820  	235  	95   	73   	165  	419  	
153  	121  	882  	236  	99   	68   	172  	477  	
144  	117  	885  	219  	100  	71   	181  	459  	
