55   	196  	302  	104  	50   	31   	27   	146  	
55   	84   	281  	109  	49   	33   	28   	144  	
35   	80   	270  	118  	48   	33   	25   	150  	
38   	84   	298  	99   	38   	28   	23   	154  	
37   	82   	295  	97   	37   	28   	22   	149  	
57   	68   	291  	94   	40   	30   	22   	144  	
58   	62   	311  	91   	39   	28   	23   	173  	
59   	55   	297  	74   	37   	28   	24   	161  	
58   	61   	284  	86   	41   	28   	23   	167  	
58   	70   	318  	81   	46   	29   	27   	178  	
34   	73   	317  	79   	44   	33   	28   	159  	
36   	76   	332  	96   	47   	40   	29   	128  	
34   	74   	287  	100  	51   	42   	29   	128  	
31   	61   	264  	99   	52   	43   	31   	117  	
29   	48   	299  	112  	56   	44   	33   	124  	
31   	46   	338  	114  	56   	38   	32   	133  	
29   	40   	350  	98   	54   	30   	31   	134  	
29   	40   	381  	99   	52   	30   	30   	125  	
35   	43   	413  	95   	51   	32   	30   	170  	
32   	49   	394  	90   	40   	33   	27   	149  	
32   	44   	359  	92   	39   	34   	29   	176  	
31   	52   	332  	90   	51   	35   	30   	179  	
39   	50   	292  	86   	52   	40   	30   	179  	
37   	52   	358  	86   	51   	38   	31   	143  	
37   	46   	352  	69   	51   	38   	30   	164  	
37   	51   	363  	65   	50   	38   	28   	134  	
36   	52   	383  	72   	39   	39   	28   	170  	
29   	54   	400  	79   	39   	35   	28   	184  	
36   	51   	306  	74   	38   	34   	27   	182  	
49   	49   	280  	89   	42   	34   	27   	178  	
52   	46   	296  	89   	43   	34   	27   	170  	
53   	36   	269  	88   	45   	31   	24   	152  	
54   	49   	278  	85   	44   	29   	30   	179  	
49   	53   	321  	84   	44   	28   	28   	177  	
37   	53   	316  	72   	47   	25   	28   	182  	
34   	55   	333  	68   	48   	27   	28   	183  	
34   	55   	352  	110  	45   	29   	29   	165  	
34   	45   	387  	112  	47   	29   	24   	159  	
55   	40   	360  	114  	45   	30   	24   	165  	
57   	39   	371  	115  	38   	33   	23   	166  	
59   	41   	431  	116  	41   	32   	24   	167  	
60   	43   	427  	83   	44   	32   	25   	168  	
61   	42   	381  	81   	46   	31   	24   	156  	
44   	49   	447  	76   	49   	31   	27   	179  	
40   	51   	458  	87   	53   	29   	27   	166  	
57   	46   	403  	104  	58   	29   	26   	169  	
57   	45   	417  	99   	58   	28   	25   	172  	
58   	46   	441  	100  	58   	30   	28   	197  	
58   	37   	371  	99   	54   	27   	27   	191  	
59   	36   	354  	90   	54   	31   	26   	184  	
38   	39   	344  	83   	53   	32   	27   	185  	
38   	39   	329  	87   	52   	32   	26   	181  	
54   	36   	305  	88   	53   	31   	26   	147  	
54   	39   	334  	93   	53   	31   	25   	150  	
58   	40   	337  	106  	51   	30   	24   	167  	
58   	41   	366  	101  	47   	29   	24   	178  	
58   	44   	368  	94   	48   	29   	25   	208  	
36   	44   	401  	88   	46   	30   	24   	199  	
38   	41   	406  	93   	55   	28   	25   	217  	
32   	48   	391  	75   	55   	26   	26   	207  	
54   	47   	358  	66   	49   	29   	27   	201  	
54   	44   	339  	72   	50   	36   	32   	183  	
57   	52   	299  	98   	50   	36   	32   	176  	
58   	56   	277  	101  	42   	39   	33   	162  	
58   	51   	317  	112  	43   	40   	32   	176  	
39   	50   	322  	115  	45   	38   	34   	185  	
43   	52   	313  	112  	41   	33   	28   	189  	
53   	42   	346  	100  	44   	33   	27   	191  	
52   	38   	340  	90   	49   	30   	28   	205  	
52   	45   	323  	86   	52   	28   	28   	188  	
50   	47   	305  	99   	53   	28   	27   	178  	
47   	48   	306  	110  	52   	24   	28   	164  	
36   	50   	281  	101  	51   	27   	28   	172  	
52   	51   	270  	106  	44   	26   	29   	119  	
52   	44   	259  	104  	42   	27   	33   	137  	
55   	43   	282  	103  	39   	29   	30   	137  	
56   	40   	307  	90   	42   	30   	31   	135  	
55   	41   	284  	89   	37   	27   	32   	142  	
36   	39   	300  	102  	40   	26   	31   	167  	
47   	44   	308  	117  	37   	28   	26   	186  	
45   	44   	286  	112  	51   	27   	28   	187  	
47   	43   	354  	121  	54   	29   	29   	194  	
48   	38   	356  	135  	60   	28   	29   	197  	
54   	45   	357  	123  	60   	31   	29   	202  	
50   	52   	365  	116  	62   	29   	31   	212  	
52   	52   	415  	110  	50   	26   	29   	209  	
51   	55   	384  	105  	50   	25   	29   	205  	
49   	58   	419  	92   	45   	27   	27   	189  	
50   	55   	412  	95   	44   	26   	26   	173  	
47   	47   	409  	95   	43   	27   	25   	146  	
58   	49   	353  	104  	50   	29   	25   	161  	
56   	46   	364  	108  	55   	30   	23   	156  	
58   	50   	371  	105  	56   	28   	24   	156  	
55   	49   	366  	104  	57   	30   	29   	149  	
54   	46   	354  	95   	56   	29   	30   	171  	
37   	44   	405  	88   	51   	29   	32   	203  	
37   	52   	380  	93   	45   	27   	33   	205  	
35   	46   	326  	112  	49   	32   	34   	208  	
27   	48   	341  	114  	45   	29   	31   	198  	
26   	49   	353  	110  	47   	27   	30   	175  	
43   	46   	310  	107  	49   	27   	30   	170  	
49   	45   	328  	118  	43   	28   	31   	171  	
49   	46   	356  	100  	34   	30   	30   	169  	
50   	44   	343  	93   	35   	33   	27   	175  	
53   	43   	349  	104  	39   	35   	29   	202  	
47   	45   	371  	122  	42   	36   	27   	181  	
67   	39   	350  	99   	44   	37   	28   	213  	
68   	40   	358  	96   	45   	30   	30   	210  	
69   	42   	379  	96   	46   	27   	31   	209  	
69   	43   	356  	88   	41   	28   	30   	185  	
64   	48   	329  	70   	42   	27   	31   	194  	
37   	48   	314  	70   	41   	25   	28   	180  	
58   	47   	363  	70   	47   	29   	27   	184  	
55   	48   	418  	87   	49   	30   	26   	192  	
57   	48   	437  	86   	50   	30   	29   	197  	
57   	49   	491  	91   	50   	29   	28   	200  	
60   	48   	495  	103  	50   	30   	28   	181  	
44   	53   	442  	109  	45   	30   	29   	184  	
44   	54   	376  	100  	42   	30   	27   	170  	
40   	56   	357  	108  	40   	30   	26   	175  	
40   	52   	307  	103  	41   	30   	27   	177  	
41   	52   	282  	96   	46   	30   	28   	185  	
35   	51   	269  	96   	48   	27   	24   	179  	
38   	49   	305  	99   	47   	27   	26   	205  	
44   	49   	406  	100  	51   	30   	26   	183  	
46   	48   	379  	96   	52   	31   	26   	176  	
41   	52   	377  	113  	50   	29   	26   	168  	
41   	51   	393  	111  	49   	31   	31   	170  	
40   	55   	360  	110  	51   	32   	31   	142  	
33   	58   	257  	103  	48   	30   	31   	135  	
32   	66   	273  	105  	54   	28   	30   	89   	
31   	63   	384  	82   	51   	32   	34   	89   	
31   	59   	372  	81   	52   	34   	30   	140  	
30   	55   	372  	70   	51   	32   	31   	148  	
32   	55   	444  	72   	51   	31   	31   	151  	
33   	46   	464  	69   	40   	32   	31   	156  	
31   	45   	384  	81   	41   	28   	28   	177  	
36   	47   	415  	76   	38   	25   	29   	176  	
56   	49   	412  	85   	40   	26   	26   	184  	
56   	46   	319  	88   	41   	25   	24   	190  	
59   	45   	309  	95   	40   	26   	24   	185  	
60   	49   	325  	86   	43   	27   	24   	187  	
60   	50   	334  	95   	43   	28   	26   	186  	
41   	47   	347  	89   	39   	26   	25   	182  	
40   	46   	427  	92   	38   	28   	26   	176  	
50   	49   	412  	86   	40   	27   	27   	216  	
52   	51   	459  	93   	34   	27   	26   	217  	
51   	48   	422  	87   	38   	28   	25   	190  	
55   	49   	409  	90   	45   	28   	30   	196  	
56   	50   	349  	78   	46   	27   	31   	193  	
43   	47   	333  	86   	48   	26   	32   	156  	
41   	41   	265  	88   	51   	28   	31   	145  	
55   	41   	281  	89   	53   	26   	30   	191  	
50   	43   	304  	96   	49   	27   	26   	185  	
52   	46   	302  	110  	47   	26   	26   	193  	
52   	53   	325  	102  	45   	31   	23   	199  	
50   	53   	306  	101  	43   	29   	23   	189  	
