223  	249  	1395 	716  	204  	267  	908  	1219 	
289  	206  	1459 	737  	219  	273  	1077 	1426 	
281  	210  	1421 	679  	222  	254  	1112 	1490 	
294  	200  	1302 	649  	221  	212  	1144 	1527 	
321  	196  	1222 	595  	204  	210  	1299 	1560 	
307  	213  	1146 	509  	161  	200  	1207 	1424 	
234  	199  	1074 	405  	131  	166  	1040 	1211 	
219  	204  	1074 	443  	125  	173  	990  	1183 	
200  	212  	1039 	435  	127  	188  	924  	1096 	
141  	213  	1000 	499  	143  	185  	792  	972  	
144  	195  	961  	492  	155  	170  	955  	1134 	
200  	216  	907  	484  	159  	191  	1101 	1299 	
213  	211  	891  	439  	165  	192  	1140 	1342 	
227  	215  	969  	468  	176  	195  	1132 	1336 	
222  	211  	924  	425  	186  	199  	1068 	1269 	
226  	207  	1008 	447  	188  	203  	1041 	1246 	
191  	189  	990  	462  	183  	188  	927  	1176 	
192  	178  	928  	448  	173  	176  	946  	1207 	
189  	209  	854  	426  	168  	153  	1026 	1247 	
197  	212  	856  	372  	154  	139  	1064 	1324 	
174  	198  	760  	362  	131  	122  	1020 	1303 	
176  	218  	763  	342  	142  	107  	1088 	1331 	
165  	239  	756  	358  	165  	109  	1065 	1331 	
156  	220  	807  	364  	162  	127  	942  	1317 	
224  	227  	848  	391  	151  	127  	962  	1326 	
229  	238  	968  	428  	152  	156  	906  	1282 	
225  	218  	987  	487  	145  	150  	779  	1148 	
232  	207  	1001 	499  	138  	150  	794  	1200 	
245  	199  	972  	532  	131  	154  	921  	1204 	
188  	214  	990  	540  	139  	175  	868  	1191 	
181  	223  	938  	516  	138  	151  	862  	1188 	
175  	217  	914  	468  	145  	155  	920  	1227 	
166  	212  	907  	442  	137  	160  	886  	1187 	
186  	232  	926  	441  	147  	156  	1059 	1335 	
177  	251  	932  	419  	142  	141  	1107 	1364 	
174  	228  	860  	381  	159  	141  	1135 	1340 	
168  	234  	861  	381  	158  	139  	1092 	1305 	
159  	234  	850  	391  	154  	161  	1139 	1303 	
106  	200  	852  	389  	154  	154  	908  	1088 	
116  	170  	778  	392  	171  	155  	997  	1158 	
131  	177  	792  	430  	179  	164  	990  	1163 	
150  	191  	798  	431  	171  	169  	1052 	1303 	
160  	232  	798  	426  	178  	145  	993  	1246 	
162  	234  	771  	366  	176  	136  	959  	1265 	
149  	216  	818  	355  	153  	129  	735  	1075 	
151  	207  	804  	305  	150  	145  	838  	1161 	
136  	202  	793  	310  	156  	154  	770  	1105 	
146  	156  	846  	304  	144  	149  	774  	1143 	
163  	216  	1025 	425  	144  	181  	853  	1216 	
179  	252  	1007 	464  	155  	175  	901  	1236 	
167  	264  	1017 	474  	135  	160  	771  	1130 	
168  	259  	1065 	462  	136  	142  	766  	1087 	
181  	273  	991  	469  	143  	159  	724  	1082 	
164  	244  	801  	378  	151  	124  	674  	965  	
155  	216  	764  	333  	153  	133  	650  	969  	
184  	212  	825  	363  	151  	159  	724  	1082 	
178  	208  	790  	367  	136  	160  	738  	1081 	
152  	199  	794  	359  	133  	142  	697  	1015 	
156  	180  	765  	344  	117  	151  	742  	1068 	
150  	180  	856  	335  	106  	147  	707  	1056 	
105  	170  	865  	308  	118  	103  	614  	923  	
139  	200  	917  	344  	124  	124  	659  	927  	
140  	185  	930  	347  	133  	135  	688  	896  	
158  	195  	931  	367  	148  	133  	723  	978  	
169  	193  	860  	388  	145  	134  	771  	1037 	
173  	197  	889  	448  	152  	136  	775  	1117 	
158  	175  	828  	421  	186  	120  	787  	1144 	
166  	190  	860  	442  	182  	122  	862  	1219 	
185  	200  	846  	501  	179  	120  	830  	1235 	
178  	194  	841  	509  	180  	118  	804  	1150 	
182  	233  	766  	485  	196  	116  	873  	1109 	
188  	237  	803  	485  	184  	127  	860  	1075 	
183  	220  	708  	496  	193  	117  	821  	987  	
151  	206  	695  	446  	186  	124  	806  	919  	
159  	209  	679  	422  	182  	122  	864  	966  	
170  	157  	749  	418  	153  	129  	820  	987  	
161  	145  	744  	405  	126  	122  	780  	1022 	
153  	161  	747  	345  	110  	128  	751  	1097 	
145  	156  	756  	315  	112  	112  	658  	989  	
134  	172  	761  	318  	110  	120  	551  	985  	
108  	168  	641  	264  	100  	125  	537  	935  	
114  	214  	580  	256  	121  	131  	607  	979  	
113  	211  	661  	247  	116  	134  	568  	910  	
113  	244  	707  	282  	113  	155  	630  	942  	
119  	247  	785  	289  	116  	170  	717  	902  	
141  	266  	806  	323  	120  	167  	755  	976  	
125  	235  	895  	384  	98   	166  	806  	905  	
131  	229  	945  	391  	105  	151  	849  	1041 	
128  	201  	983  	364  	122  	130  	834  	1084 	
120  	185  	1006 	355  	137  	126  	791  	1140 	
93   	151  	1057 	318  	137  	127  	785  	1077 	
118  	154  	1006 	247  	147  	120  	754  	1102 	
117  	152  	926  	285  	145  	122  	767  	1018 	
125  	202  	878  	286  	131  	126  	792  	972  	
125  	202  	764  	277  	121  	101  	805  	1039 	
200  	243  	747  	297  	151  	112  	882  	1216 	
203  	240  	678  	282  	146  	122  	844  	1182 	
199  	280  	735  	273  	167  	121  	820  	1155 	
203  	253  	744  	295  	189  	137  	831  	1175 	
200  	244  	742  	294  	185  	138  	786  	1017 	
162  	217  	644  	324  	188  	144  	755  	906  	
153  	218  	767  	345  	189  	137  	748  	844  	
151  	172  	696  	331  	172  	135  	705  	767  	
147  	190  	695  	372  	166  	128  	726  	797  	
147  	195  	704  	385  	166  	122  	723  	923  	
114  	195  	728  	359  	132  	102  	579  	750  	
95   	198  	706  	368  	144  	96   	564  	836  	
114  	213  	728  	386  	151  	96   	618  	879  	
119  	183  	811  	349  	131  	79   	580  	832  	
128  	195  	836  	335  	135  	106  	610  	820  	
124  	188  	851  	334  	136  	120  	617  	835  	
129  	185  	844  	316  	116  	129  	600  	760  	
121  	188  	949  	311  	110  	150  	562  	721  	
118  	188  	936  	406  	129  	162  	556  	809  	
112  	178  	946  	422  	140  	151  	520  	735  	
125  	183  	990  	428  	141  	135  	552  	825  	
132  	223  	1005 	473  	148  	131  	525  	830  	
131  	206  	937  	479  	150  	109  	538  	934  	
135  	210  	904  	420  	141  	101  	490  	928  	
132  	214  	907  	428  	148  	98   	501  	962  	
126  	224  	838  	416  	155  	102  	503  	945  	
119  	187  	825  	354  	154  	101  	534  	991  	
130  	189  	835  	353  	154  	98   	511  	958  	
