160  	140  	699  	447  	139  	135  	248  	345  	
143  	148  	687  	405  	132  	132  	248  	312  	
126  	160  	628  	387  	143  	121  	236  	284  	
110  	150  	633  	332  	121  	79   	160  	189  	
106  	184  	581  	310  	117  	67   	170  	181  	
96   	244  	528  	306  	118  	70   	200  	163  	
119  	253  	520  	317  	157  	126  	261  	173  	
123  	279  	539  	300  	175  	178  	313  	162  	
102  	289  	540  	313  	184  	200  	365  	197  	
178  	312  	616  	321  	179  	204  	346  	237  	
182  	292  	594  	350  	181  	213  	352  	249  	
175  	325  	694  	367  	191  	202  	314  	249  	
171  	296  	748  	388  	239  	168  	263  	240  	
174  	298  	746  	354  	237  	148  	192  	216  	
140  	283  	755  	363  	242  	167  	254  	378  	
133  	265  	788  	355  	245  	162  	241  	375  	
130  	218  	775  	348  	220  	148  	235  	384  	
135  	235  	761  	341  	143  	160  	259  	390  	
131  	220  	766  	367  	137  	190  	278  	389  	
84   	186  	741  	354  	142  	180  	246  	218  	
83   	170  	721  	347  	128  	187  	242  	216  	
82   	174  	710  	348  	119  	191  	333  	268  	
126  	158  	880  	361  	136  	204  	403  	309  	
135  	214  	983  	407  	164  	192  	416  	312  	
159  	222  	1039 	410  	157  	198  	404  	334  	
171  	236  	1037 	423  	164  	197  	402  	379  	
167  	232  	1043 	417  	180  	204  	346  	377  	
153  	250  	1003 	409  	182  	199  	295  	367  	
167  	217  	942  	390  	157  	198  	286  	382  	
164  	242  	942  	419  	155  	202  	310  	379  	
167  	262  	1010 	412  	158  	202  	360  	397  	
170  	269  	977  	410  	154  	209  	365  	367  	
173  	289  	918  	428  	156  	203  	333  	355  	
164  	311  	890  	429  	159  	216  	328  	415  	
174  	297  	850  	384  	153  	209  	328  	446  	
201  	273  	767  	367  	141  	198  	298  	431  	
213  	294  	833  	408  	132  	182  	303  	489  	
224  	318  	877  	419  	118  	171  	312  	588  	
221  	308  	865  	416  	120  	132  	301  	557  	
244  	329  	841  	439  	130  	141  	304  	541  	
224  	333  	885  	436  	146  	154  	297  	532  	
218  	313  	873  	392  	152  	148  	294  	482  	
211  	265  	735  	368  	143  	155  	304  	375  	
218  	254  	759  	319  	139  	155  	311  	352  	
208  	209  	801  	311  	159  	158  	310  	329  	
197  	208  	767  	366  	165  	154  	294  	372  	
194  	227  	730  	351  	169  	182  	312  	425  	
179  	239  	789  	339  	172  	171  	297  	400  	
190  	231  	797  	348  	169  	177  	294  	422  	
147  	254  	748  	346  	165  	180  	302  	446  	
148  	255  	721  	306  	191  	200  	316  	397  	
163  	250  	750  	326  	189  	177  	295  	356  	
166  	225  	742  	325  	200  	183  	292  	389  	
189  	245  	833  	311  	205  	180  	285  	412  	
196  	270  	900  	326  	190  	155  	252  	394  	
201  	292  	888  	320  	148  	161  	333  	466  	
195  	300  	860  	322  	143  	167  	354  	487  	
195  	305  	832  	305  	126  	159  	355  	476  	
149  	297  	782  	297  	122  	156  	351  	468  	
178  	265  	760  	277  	130  	180  	369  	470  	
186  	263  	816  	295  	136  	163  	330  	394  	
198  	261  	928  	276  	138  	174  	309  	384  	
195  	253  	971  	292  	140  	177  	326  	363  	
192  	267  	887  	330  	152  	182  	339  	340  	
203  	280  	862  	332  	145  	165  	326  	347  	
191  	260  	796  	298  	134  	149  	313  	348  	
193  	305  	627  	329  	137  	159  	314  	341  	
189  	308  	520  	334  	134  	169  	299  	339  	
193  	317  	585  	299  	125  	194  	283  	323  	
152  	301  	527  	269  	124  	191  	263  	384  	
154  	348  	539  	280  	138  	195  	228  	412  	
162  	288  	571  	250  	134  	176  	212  	375  	
198  	314  	614  	229  	137  	169  	211  	423  	
203  	300  	605  	223  	129  	158  	225  	416  	
202  	310  	653  	233  	127  	161  	276  	430  	
199  	245  	661  	232  	130  	163  	267  	402  	
205  	298  	689  	224  	128  	162  	263  	409  	
179  	294  	760  	275  	131  	159  	258  	449  	
187  	298  	883  	328  	139  	162  	271  	479  	
230  	324  	875  	382  	152  	179  	244  	543  	
281  	342  	888  	394  	147  	186  	284  	626  	
303  	333  	855  	402  	158  	204  	391  	666  	
319  	320  	806  	372  	155  	218  	390  	614  	
